"Institution","City","State","ZIP","Highest_Degree","Region","Longitude","Latitude","Type","HBCU","HSI","Religious","Adm_Rate","Med_ACT","Enrollment","P_White","P_Black","P_Hispanic","P_Asian","P_Female","P_Pell","Med_Grad_Debt","Avg_Fac_Salary","Ret_Rate","Med_Grad_Earnings_4Y"
"Hannibal-LaGrange University","Hannibal","MO","63401","Graduate","West_North_Central",-91.39094,39.729015,"Private_non_profit","No","No","No",0.6711,19,397,0.7204,0.0932,0.0428,0.0126,0.4811,0.3775,"18599",3513,0.5784,35795
"Lindenwood University","Saint Charles","MO","63301-1695","Graduate","West_North_Central",-90.501286,38.785425,"Private_non_profit","No","No","Yes",0.7402,24,4627,0.6317,0.1379,0.0478,0.0182,0.5643,0.2929,"26000",9027,0.7719,47649
"Missouri Baptist University","Saint Louis","MO","63141-8698","Graduate","West_North_Central",-90.462586,38.641526,"Private_non_profit","No","No","No",0.709,23,1508,0.7374,0.1293,0.0053,0.0166,0.5504,0.3669,"22500",6604,0.6681,42722
"Missouri Southern State University","Joplin","MO","64801-1595","Graduate","West_North_Central",-94.461689,37.095155,"Public","No","No","Yes",0.9948,21,3245,0.682,0.0659,0.0878,0.029,0.6126,0.4534,"19174",6555,0.6205,43252
"Missouri Valley College","Marshall","MO","65340","Graduate","West_North_Central",-93.190654,39.108522,"Private_non_profit","No","No","No",0.6124,18,1269,0.3388,0.1363,0.0977,0.0142,0.3956,0.371,"25950",4882,0.4077,37879
"University of Missouri-Columbia","Columbia","MO","65211","Graduate","West_North_Central",-92.328843,38.94531,"Public","No","No","Yes",0.7913,26,23206,0.7949,0.0547,0.0554,0.0278,0.5455,0.214,"20500",10902,0.8859,56941
"University of Missouri-Kansas City","Kansas City","MO","64110","Graduate","West_North_Central",-94.582141,39.034179,"Public","No","No","Yes",0.6948,25,6479,0.5002,0.1334,0.1406,0.1076,0.6002,0.3802,"18750",9947,0.7713,53476
"Missouri University of Science and Technology","Rolla","MO","65409","Graduate","West_North_Central",-91.775583,37.953426,"Public","No","No","Yes",0.8149,28,5453,0.8014,0.0306,0.053,0.0438,0.2334,0.2117,"23250",11772,0.8598,80790
"University of Missouri-St Louis","Saint Louis","MO","63121-4400","Graduate","West_North_Central",-90.311091,38.710312,"Public","No","No","Yes",0.5111,23,5378,0.617,0.1809,0.0407,0.0472,0.5558,0.3993,"20000",9640,0.75,49407
"Truman State University","Kirksville","MO","63501-4221","Graduate","West_North_Central",-92.581658,40.188267,"Public","No","No","Yes",0.4505,26,2920,0.7832,0.0243,0.0315,0.025,0.6014,0.1884,"21000",7301,0.8073,46879
"Northwest Missouri State University","Maryville","MO","64468-6001","Graduate","West_North_Central",-94.883339,40.351692,"Public","No","No","Yes",0.8556,21,4679,0.8224,0.0447,0.0492,0.0071,0.6097,0.3164,"21500",7641,0.7956,44574
"Rockhurst University","Kansas City","MO","64110-2561","Graduate","West_North_Central",-94.573003,39.032318,"Private_non_profit","No","No","No",0.6646,25,1732,0.6218,0.0901,0.1605,0.0375,0.6542,0.2892,"18250",7793,0.7643,61013
"Saint Louis University","Saint Louis","MO","63103-2097","Graduate","West_North_Central",-90.2351,38.636801,"Private_non_profit","No","No","No",0.8471,29,7332,0.5998,0.0827,0.0814,0.1364,0.6071,0.2168,"25000",10861,0.8662,64008
"Southwest Baptist University","Bolivar","MO","65613-2596","Graduate","West_North_Central",-93.407056,37.602425,"Private_non_profit","No","No","No",0.9955,21,1475,0.7471,0.0515,0.0373,0.0108,0.6285,0.4588,"20957",5616,0.6691,45598
"Stephens College","Columbia","MO","65215","Graduate","West_North_Central",-92.319204,38.95204,"Private_non_profit","No","No","Yes",0.6415,22,404,0.6584,0.1015,0.0173,0.0099,0.9752,0.4427,"27000",7436,0.6263,35815
