Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,ID
CJ Abrams*,21,TOT,NL,90,302,284,33,70,12,2,2,21,7,4,5,50,0.246,0.28,0.324,0.604,abramcj01
CJ Abrams*,21,SDP,NL,46,139,125,16,29,5,0,2,11,1,2,4,27,0.232,0.285,0.32,0.605,abramcj01
CJ Abrams*,21,WSN,NL,44,163,159,17,41,7,2,0,10,6,2,1,23,0.258,0.276,0.327,0.603,abramcj01
Albert Abreu,26,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,abreual01
Albert Abreu,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,abreual01
José Abreu,35,CHW,AL,157,679,601,85,183,40,0,15,75,0,0,62,110,0.304,0.378,0.446,0.824,abreujo02
Ronald Acuna Jr.,24,ATL,NL,119,533,467,71,124,24,0,15,50,29,11,53,126,0.266,0.351,0.413,0.764,acunaro01
Willy Adames,26,MIL,NL,139,617,563,83,134,31,0,31,98,8,3,49,166,0.238,0.298,0.458,0.756,adamewi01
Riley Adams,26,WSN,NL,48,155,142,14,25,4,0,5,10,0,1,12,46,0.176,0.245,0.31,0.555,adamsri03
Jo Adell,23,LAA,AL,88,285,268,22,60,12,2,8,27,4,2,11,107,0.224,0.264,0.373,0.637,adelljo01
Ehire Adrianza#,32,TOT,NL,37,110,97,8,17,3,0,0,7,1,0,11,25,0.175,0.264,0.206,0.47,adriaeh01
Ehire Adrianza#,32,WSN,NL,31,94,84,5,15,2,0,0,7,1,0,8,22,0.179,0.255,0.202,0.458,adriaeh01
Ehire Adrianza#,32,ATL,NL,6,16,13,3,2,1,0,0,0,0,0,3,3,0.154,0.313,0.231,0.543,adriaeh01
Jesus Aguilar,32,TOT,MLB,129,507,464,39,109,19,0,16,51,1,0,28,119,0.235,0.281,0.379,0.661,aguilje01
Jesus Aguilar,32,MIA,NL,113,456,415,37,98,18,0,15,49,1,0,27,106,0.236,0.286,0.388,0.674,aguilje01
Jesus Aguilar,32,BAL,AL,16,51,49,2,11,1,0,1,2,0,0,1,13,0.224,0.24,0.306,0.546,aguilje01
Ryan Aguilar*,27,LAA,AL,7,26,22,2,3,1,0,0,2,0,0,2,14,0.136,0.231,0.182,0.413,aguilry01
Nick Ahmed,32,ARI,NL,17,54,52,7,12,2,0,3,7,0,1,2,15,0.231,0.259,0.442,0.702,ahmedni01
Hanser Alberto,29,LAD,NL,73,159,156,13,38,9,2,2,15,0,1,3,25,0.244,0.258,0.365,0.623,alberha01
Ozzie Albies#,25,ATL,NL,64,269,247,36,61,16,0,8,35,3,5,16,47,0.247,0.294,0.409,0.703,albieoz01
Sergio Alcantara#,25,TOT,NL,93,224,205,26,45,8,1,6,29,1,2,12,57,0.22,0.261,0.356,0.617,alcanse01
Sergio Alcantara#,25,ARI,NL,71,186,170,23,41,8,1,6,26,1,0,10,45,0.241,0.283,0.406,0.688,alcanse01
Sergio Alcantara#,25,SDP,NL,22,38,35,3,4,0,0,0,3,0,2,2,12,0.114,0.158,0.114,0.272,alcanse01
Scott Alexander*,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,alexasc02
Jorge Alfaro,29,SDP,NL,82,274,256,25,63,14,0,7,40,1,0,11,98,0.246,0.285,0.383,0.667,alfarjo01
Anthony Alford,27,PIT,NL,2,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,alforan01
Austin Allen*,28,OAK,AL,5,16,14,1,1,0,0,0,0,0,0,1,9,0.071,0.188,0.071,0.259,allenau01
Greg Allen#,29,PIT,NL,46,134,118,17,22,4,0,2,8,8,2,10,42,0.186,0.26,0.271,0.531,allengr01
Nick Allen,23,OAK,AL,100,326,299,31,62,13,0,4,19,3,2,19,64,0.207,0.256,0.291,0.547,allenni02
Abraham Almonte#,33,BOS,AL,15,37,35,7,9,2,0,1,2,1,0,1,12,0.257,0.297,0.4,0.697,almonab01
Albert Almora,28,CIN,NL,64,235,215,26,48,10,1,5,29,3,2,17,46,0.223,0.282,0.349,0.631,almoral01
Pete Alonso,27,NYM,NL,160,685,597,95,162,27,0,40,131,5,1,67,128,0.271,0.352,0.518,0.869,alonspe01
Jose Altuve,32,HOU,AL,141,604,527,103,158,39,0,28,57,18,1,66,87,0.3,0.387,0.533,0.921,altuvjo01
Jose Alvarado*,27,PHI,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,alvarjo03
Eddy Alvarez*,32,LAD,NL,14,27,25,1,4,0,0,0,3,1,0,0,9,0.16,0.154,0.16,0.314,alvared01
Francisco Álvarez,20,NYM,NL,5,14,12,3,2,1,0,1,1,0,0,2,4,0.167,0.286,0.5,0.786,alvarfr01
Yordan Alvarez*,25,HOU,AL,135,561,470,95,144,29,2,37,97,1,1,78,106,0.306,0.406,0.613,1.019,alvaryo01
Brian Anderson,29,MIA,NL,98,383,338,43,75,16,1,8,28,1,0,37,101,0.222,0.311,0.346,0.657,anderbr06
Tim Anderson,29,CHW,AL,79,351,332,50,100,13,0,6,25,13,0,14,55,0.301,0.339,0.395,0.734,anderti01
Tyler Anderson*,32,LAD,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,anderty01
Elvis Andrus,33,TOT,AL,149,577,535,66,133,32,0,17,58,18,4,39,92,0.249,0.303,0.404,0.707,andruel01
Elvis Andrus,33,OAK,AL,106,386,354,41,84,24,0,8,30,7,4,30,62,0.237,0.301,0.373,0.673,andruel01
Elvis Andrus,33,CHW,AL,43,191,181,25,49,8,0,9,28,11,0,9,30,0.271,0.309,0.464,0.773,andruel01
Miguel Andujar,27,TOT,MLB,36,140,132,13,31,5,1,1,17,4,1,5,27,0.235,0.257,0.311,0.568,andujmi01
Miguel Andujar,27,NYY,AL,27,100,96,9,22,2,0,1,8,4,0,3,22,0.229,0.25,0.281,0.531,andujmi01
Miguel Andujar,27,PIT,NL,9,40,36,4,9,3,1,0,9,0,1,2,5,0.25,0.275,0.389,0.664,andujmi01
Mark Appel,30,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,appelma01
Aristides Aquino,28,CIN,NL,80,276,259,24,51,13,0,10,30,2,3,17,101,0.197,0.246,0.363,0.609,aquinar01
Jonathan Aranda*,24,TBR,AL,32,87,78,10,15,4,0,2,6,0,0,8,23,0.192,0.276,0.321,0.596,arandjo01
Jonathan Arauz#,23,TOT,AL,15,41,38,3,5,0,0,1,5,0,0,1,12,0.132,0.15,0.211,0.361,arauzjo01
Jonathan Arauz#,23,BOS,AL,6,12,10,1,0,0,0,0,1,0,0,0,3,0,0,0,0,arauzjo01
Jonathan Arauz#,23,BAL,AL,9,29,28,2,5,0,0,1,4,0,0,1,9,0.179,0.207,0.286,0.493,arauzjo01
Orlando Arcia,27,ATL,NL,67,234,209,25,51,9,0,9,30,0,0,21,51,0.244,0.316,0.416,0.733,arciaor01
Nolan Arenado,31,STL,NL,148,620,557,73,163,42,1,30,103,5,3,52,72,0.293,0.358,0.533,0.891,arenano01
Gabriel Arias,22,CLE,AL,16,57,47,9,9,1,1,1,5,1,0,8,16,0.191,0.321,0.319,0.641,ariasga01
Randy Arozarena,27,TBR,AL,153,645,586,72,154,41,3,20,89,32,12,46,156,0.263,0.327,0.445,0.773,arozara01
Luis Arraez*,25,MIN,AL,144,603,547,88,173,31,1,8,49,4,4,50,43,0.316,0.375,0.42,0.795,arraelu01
Christian Arroyo,27,BOS,AL,87,300,280,32,80,16,1,6,36,5,1,13,49,0.286,0.322,0.414,0.736,arroych01
Willians Astudillo,30,MIA,NL,21,55,54,5,13,0,0,1,4,1,0,1,3,0.241,0.255,0.296,0.551,astudwi01
Jose Azocar,26,SDP,NL,98,216,202,24,52,9,3,0,10,5,6,12,44,0.257,0.298,0.332,0.629,azocajo01
Akil Baddoo*,23,DET,AL,73,225,201,30,41,3,2,2,9,9,6,24,64,0.204,0.289,0.269,0.558,baddoak01
Harrison Bader,28,TOT,MLB,86,313,292,38,73,10,3,5,30,17,3,15,62,0.25,0.294,0.356,0.65,baderha01
Harrison Bader,28,STL,NL,72,264,246,35,63,7,3,5,21,15,2,13,47,0.256,0.303,0.37,0.673,baderha01
Harrison Bader,28,NYY,AL,14,49,46,3,10,3,0,0,9,2,1,2,15,0.217,0.245,0.283,0.528,baderha01
Ji Hwan Bae*,22,PIT,NL,10,37,33,5,11,3,0,0,6,3,0,2,6,0.333,0.405,0.424,0.83,baeji01
Javier Baez,29,DET,AL,144,590,555,64,132,27,4,17,67,9,2,26,147,0.238,0.278,0.393,0.671,baezja01
Rylan Bannon,26,TOT,MLB,5,15,14,0,2,0,0,0,0,0,0,0,5,0.143,0.2,0.143,0.343,bannory01
Rylan Bannon,26,BAL,AL,4,15,14,0,2,0,0,0,0,0,0,0,5,0.143,0.2,0.143,0.343,bannory01
Rylan Bannon,26,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bannory01
Daniel Bard,37,COL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bardda01
Joe Barlow,26,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,barlojo01
Scott Barlow,29,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,barlosc01
Austin Barnes,32,LAD,NL,62,212,179,31,38,6,0,8,26,2,1,27,37,0.212,0.324,0.38,0.704,barneau01
Tucker Barnhart*,31,DET,AL,94,308,281,16,62,10,0,1,16,0,0,25,74,0.221,0.287,0.267,0.554,barnhtu01
Luis Barrera*,26,OAK,AL,32,85,77,3,18,5,0,1,7,3,0,6,17,0.234,0.294,0.338,0.632,barrelu01
Tres Barrera,27,WSN,NL,19,53,50,2,9,1,0,0,4,0,0,2,16,0.18,0.212,0.2,0.412,barretr01
Jose Barrero,24,CIN,NL,48,174,165,13,25,3,0,2,10,4,1,9,76,0.152,0.195,0.206,0.401,garcijo02
Joey Bart,25,SFG,NL,97,291,261,34,56,6,0,11,25,2,1,26,112,0.215,0.296,0.364,0.66,bartjo01
Anthony Bass,34,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bassan01
Anthony Bass,34,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bassan01
Matthew Batten,27,SDP,NL,15,22,19,0,2,1,0,0,1,0,0,2,6,0.105,0.227,0.158,0.385,battema01
Brett Baty*,22,NYM,NL,11,42,38,4,7,0,0,2,5,0,0,2,8,0.184,0.244,0.342,0.586,batybr01
Félix Bautista,27,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bautife01
Matt Beaty*,29,SDP,NL,20,47,43,6,4,1,1,0,1,0,0,2,8,0.093,0.17,0.163,0.333,beatyma01
Tim Beckham,32,MIN,AL,12,25,25,1,2,0,0,0,1,0,0,0,9,0.08,0.08,0.08,0.16,beckhti01
David Bednar*,27,PIT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bednada01
Seth Beer*,25,ARI,NL,38,126,111,4,21,3,0,1,9,0,0,11,31,0.189,0.278,0.243,0.521,beerse01
Josh Bell#,29,TOT,NL,156,647,552,78,147,29,3,17,71,0,1,81,102,0.266,0.362,0.422,0.784,belljo02
Josh Bell#,29,WSN,NL,103,437,375,52,113,24,3,14,57,0,1,49,61,0.301,0.384,0.493,0.877,belljo02
Josh Bell#,29,SDP,NL,53,210,177,26,34,5,0,3,14,0,0,32,41,0.192,0.316,0.271,0.587,belljo02
Andrew Bellatti,30,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,bellaan01
Cody Bellinger*,26,LAD,NL,144,550,504,70,106,27,3,19,68,14,3,38,150,0.21,0.265,0.389,0.654,bellico01
Brandon Belt*,34,SFG,NL,78,298,254,25,54,9,1,8,23,1,0,37,81,0.213,0.326,0.35,0.676,beltbr01
Anthony Bemboom*,32,BAL,AL,22,59,52,4,6,2,0,1,1,0,0,6,17,0.115,0.207,0.212,0.418,bemboan01
Andrew Benintendi*,27,TOT,AL,126,521,461,54,140,23,3,5,51,8,3,52,77,0.304,0.373,0.399,0.772,beninan01
Andrew Benintendi*,27,KCR,AL,93,390,347,40,111,14,2,3,39,4,2,39,52,0.32,0.387,0.398,0.785,beninan01
Andrew Benintendi*,27,NYY,AL,33,131,114,14,29,9,1,2,12,4,1,13,25,0.254,0.331,0.404,0.734,beninan01
Will Benson*,24,CLE,AL,28,61,55,8,10,1,0,0,3,0,0,3,19,0.182,0.25,0.2,0.45,bensowi01
Wynton Bernard,31,COL,NL,12,42,42,9,12,1,0,0,3,3,1,0,8,0.286,0.286,0.31,0.595,bernawy01
Jon Berti,32,MIA,NL,102,404,358,47,86,17,3,4,28,41,5,42,89,0.24,0.324,0.338,0.662,bertijo01
Christian Bethancourt,30,TOT,AL,100,333,318,39,80,17,0,11,34,5,1,12,80,0.252,0.283,0.409,0.692,bethach01
Christian Bethancourt,30,OAK,AL,56,182,169,23,42,11,0,4,19,4,1,10,41,0.249,0.298,0.385,0.683,bethach01
Christian Bethancourt,30,TBR,AL,44,151,149,16,38,6,0,7,15,1,0,2,39,0.255,0.265,0.436,0.701,bethach01
Mookie Betts,29,LAD,NL,142,639,572,117,154,40,3,35,82,12,2,55,104,0.269,0.34,0.533,0.873,bettsmo01
Bo Bichette,24,TOR,AL,159,697,652,91,189,43,1,24,93,13,8,41,155,0.29,0.333,0.469,0.802,bichebo01
